Company,Ticker,Sector,Market Cap,num. of employees,revenue,profit,city,state,newcomer,ceo_founder,ceo_woman,profitable,prev_rank,CEO,rank,rank_change,Website
Lear,LEA,Motor Vehicles & Parts,8513.1,160100,19263.1,373.9,Southfield,MI,no,no,no,yes,179,Raymond E. Scott,186,-7,https://www.lear.com
Lincoln National,LNC,Financials,11271.6,10848,19230,1405,Radnor,PA,no,no,yes,yes,172,Ellen G. Cooper,187,-15,https://www.lfg.com
Charles Schwab,SCHW,Financials,159675.9,33400,18996,5855,Westlake,TX,no,no,no,yes,251,Walter W. Bettinger II,188,63,https://www.aboutschwab.com
Ross Stores,ROST,Retailing,31741.7,100000,18916.2,1722.6,Dublin,CA,no,no,yes,yes,242,Barbara Rentler,189,53,https://www.rossstores.com
Mastercard,MA,Business Services,349330.5,24000,18884,8687,Purchase,NY,no,no,no,yes,201,Michael Miebach,190,11,https://www.mastercard.com
Genuine Parts,GPC,Wholesalers,17888.1,52000,18870.5,898.8,Atlanta,GA,no,no,no,yes,173,Paul D. Donahue,191,-18,https://www.genpt.com
WestRock,WRK,Materials,12379,49900,18746.1,838.3,Atlanta,GA,no,no,no,yes,170,David B. Sewell,192,-22,https://www.westrock.com
EOG Resources,EOG,Energy,69796,2800,18642,4664,Houston,TX,no,no,no,yes,285,Ezra Y. Yacob,193,92,https://www.eogresources.com
Cognizant Technology Solutions,CTSH,Technology,47035,330600,18507,2137,Teaneck,NJ,no,no,no,yes,185,Brian Humphries,194,-9,https://www.cognizant.com
Moderna,MRNA,Health Care,69424.3,2700,18471,12202,Cambridge,MA,yes,no,no,yes, ,Stephane Bancel,195,0,https://www.modernatx.com
Steel Dynamics,STLD,Materials,15811.5,10640,18408.9,3214.1,Fort Wayne,IN,no,yes,no,yes,319,Mark D. Millett,196,123,https://www.steeldynamics.com
HF Sinclair,DINO,Energy,8895.8,4208,18389.1,558.3,Dallas,TX,no,no,no,yes,279,Michael C. Jennings,197,82,https://www.hfsinclair.com
Texas Instruments,TXN,Technology,169329.6,31000,18344,7769,Dallas,TX,no,no,no,yes,210,Richard K. Templeton,198,12,https://www.ti.com
Emerson Electric,EMR,Industrials,58241.7,86700,18236,2303,St. Louis,MO,no,no,no,yes,181,S. L. Karsanbhai,199,-18,https://www.emerson.com
WESCO International,WCC,Wholesalers,6598.5,18000,18217.5,465.4,Pittsburgh,PA,no,no,no,yes,245,John J. Engel,200,45,https://www.wesco.com
General Mills,GIS,"Food, Beverages & Tobacco",40781.8,35000,18127,2339.8,Minneapolis,MN,no,no,no,yes,169,Jeffrey L. Harmening,201,-32,https://www.generalmills.com
Tenneco,TEN,Motor Vehicles & Parts,1523,71000,18035,35,Lake Forest,IL,no,no,no,yes,199,Brian J. Kesseler,202,-3,https://www.tenneco.com
Waste Management,WM,Business Services,65802.8,48500,17931,1816,Houston,TX,no,no,no,yes,202,James C. Fish Jr.,203,-1,https://www.wm.com
Viatris,VTRS,Health Care,13160.2,37000,17886.3,-1269.1,Canonsburg,PA,no,no,no,no,254,Michael Goettler,204,50,https://www.viatris.com
DISH Network,DISH,Telecommunications,16743.1,14500,17881.1,2410.6,Englewood,CO,no,no,no,yes,197,W. Erik Carlson,205,-8,https://www.dish.com
L3Harris Technologies,LHX,Aerospace & Defense,47969.6,47000,17814,1846,Melbourne,FL,no,no,no,yes,163,Christopher E. Kubasik,206,-43,https://www.l3harris.com
DXC Technology,DXC,Technology,7977.3,134000,17729,-149,Tysons,VA,no,no,no,no,152,Michael J. Salvino,207,-55,https://www.dxc.technology
Block,SQ,Business Services,78655.9,8521,17661.2,166.3,San Francisco,CA,no,yes,no,yes,323,Jack Dorsey,208,115,https://www.block.xyz
Goodyear Tire & Rubber,GT,Motor Vehicles & Parts,4029.3,72000,17478,764,Akron,OH,no,no,no,yes,246,Richard J. Kramer,209,37,https://www.goodyear.com
Uber Technologies,UBER,Technology,69753,29300,17455,-496,San Francisco,CA,no,no,no,no,281,Dara Khosrowshahi,210,71,https://www.uber.com
Colgate-Palmolive,CL,Household Products,63742.2,33800,17421,2166,New York,NY,no,no,no,yes,188,Noel R. Wallace,211,-23,https://www.colgatepalmolive.com
Stanley Black & Decker,SWK,Household Products,22843.3,71300,17252.7,1689.2,New Britain,CT,no,no,no,yes,209,Donald Allan Jr.,212,-3,https://www.stanleyblackanddecker.com
DuPont,DD,Chemicals,37739.7,28000,17160,6467,Wilmington,DE,no,no,no,yes,144,Edward D. Breen,213,-69,https://www.dupont.com
Stryker,SYK,Health Care,100978.1,46000,17108,1994,Kalamazoo,MI,no,no,no,yes,212,Kevin A. Lobo,214,-2,https://www.stryker.com
NextEra Energy,NEE,Energy,166264.1,15000,17069,3573,Juno Beach,FL,no,no,no,yes,166,John W. Ketchum,215,-49,https://www.nexteraenergy.com
Targa Resources,TRGP,Energy,17243.8,2430,16949.8,71.2,Houston,TX,no,no,no,yes,364,Matthew J. Meloy,216,148,https://www.targaresources.com
Western Digital,WDC,Technology,15536.4,65600,16922,821,San Jose,CA,no,no,no,yes,182,David V. Goeckeler,217,-35,https://www.westerndigital.com
PPG Industries,PPG,Chemicals,30951.9,49300,16802,1439,Pittsburgh,PA,no,no,no,yes,220,Michael H. McGarry,218,2,https://www.ppg.com
American Electric Power,AEP,Energy,50338.6,16688,16792,2488.1,Columbus,OH,no,no,no,yes,204,Nicholas K. Akins,219,-15,https://www.aep.com
Gap,GPS,Retailing,5206.6,97000,16670,256,San Francisco,CA,no,no,no,yes,221,Bobby L. Martin,220,1,https://www.gapinc.com
BJ&#8217;s Wholesale Club,BJ,Retailing,9146.9,34000,16667.3,426.7,Westborough,MA,no,no,no,yes,198,Robert W. Eddy,221,-23,https://www.bjs.com
Reinsurance Group of America,RGA,Financials,7354.6,3500,16658,617,Chesterfield,MO,no,no,yes,yes,207,Anna Manning,222,-15,https://www.rgare.com
Kinder Morgan,KMI,Energy,42878.1,10529,16610,1784,Houston,TX,no,no,no,yes,262,Steven J. Kean,223,39,https://www.kindermorgan.com
Oneok,OKE,Energy,31516,2847,16540.3,1499.7,Tulsa,OK,no,no,no,yes,351,Pierce H. Norton II,224,127,https://www.oneok.com
Expeditors Intl. of Washington,EXPD,Transportation,15051,19070,16523.5,1415.5,Seattle,WA,no,no,no,yes,299,Jeffrey Musser,225,74,https://www.expeditors.com
Advanced Micro Devices,AMD,Technology,93566,15500,16434,3162,Santa Clara,CA,no,no,yes,yes,309,Lisa Su,226,83,https://www.amd.com
Fiserv,FISV,Business Services,66132.8,44000,16226,1334,Brookfield,WI,no,no,no,yes,205,Frank J. Bisignano,227,-22,https://www.fiserv.com
Estée Lauder,EL,Household Products,97672.1,53320,16215,2870,New York,NY,no,no,no,yes,213,Fabrizio Freda,228,-15,https://www.elcompanies.com
Bank of New York Mellon,BK,Financials,40056.7,49100,16158,3759,New York,NY,no,no,no,yes,180,Robin Vince,229,-49,https://www.bnymellon.com
Laboratory Corp. of America,LH,Health Care,24625.8,71725,16120.9,2377.3,Burlington,NC,no,no,no,yes,218,Adam H. Schechter,230,-12,https://www.labcorp.com
Regeneron Pharmaceuticals,REGN,Health Care,80226,10368,16071.7,8075.3,Tarrytown,NY,no,yes,no,yes,354,Leonard Schleifer,231,123,https://www.regeneron.com
Land O'Lakes,LOL,"Food, Beverages & Tobacco",293949,9000,15916.4,287.4,Arden Hills,MN,no,no,yes,yes,219,Beth E. Ford,232,-13,https://www.landolakesinc.com
Cheniere Energy,LNG,Energy,35272.3,1550,15864,-2343,Houston,TX,no,no,no,no,328,Jack A. Fusco,233,95,https://www.cheniere.com
Southwest Airlines,LUV,Transportation,27129.3,55093,15790,977,Dallas,TX,no,no,no,yes,336,Robert E. Jordan,234,102,https://www.southwest.com
Adobe,ADBE,Technology,215280.5,25988,15785,4822,San Jose,CA,no,no,no,yes,234,Shantanu Narayen,235,-1,https://www.adobe.com
Synchrony Financial,SYF,Financials,18145.5,18000,15752,4221,Stamford,CT,no,no,no,yes,187,Brian D. Doubles,236,-49,https://www.synchronyfinancial.com
Corteva,CTVA,"Food, Beverages & Tobacco",41774.9,21000,15655,1759,Indianapolis,IN,no,no,no,yes,214,Charles V. Magro,237,-23,https://www.corteva.com
Fidelity National Financial,FNF,Financials,10569,28290,15643,2422,Jacksonville,FL,no,no,no,yes,288,Michael Nolan,238,50,https://www.fnf.com
DTE Energy,DTE,Energy,25614.6,10300,15369,907,Detroit,MI,no,no,no,yes,250,Gerardo Norcia,239,11,https://www.dteenergy.com
Murphy USA,MUSA,Retailing,4888.6,10430,15318.8,396.9,El Dorado,AR,no,no,no,yes,322,R. Andrew Clyde,240,82,https://www.murphyusa.com
Halliburton,HAL,Energy,34028.9,40000,15295,1457,Houston,TX,no,no,no,yes,211,Jeffrey A. Miller,241,-30,https://www.halliburton.com
Automatic Data Processing,ADP,Business Services,95577.1,56000,15005.4,2598.5,Roseland,NJ,no,no,no,yes,208,Carlos A. Rodriguez,242,-34,https://www.adp.com
Edison International,EIX,Energy,26693.8,13003,14905,759,Rosemead,CA,no,no,no,yes,226,Pedro J. Pizarro,243,-17,https://www.edisoninvestor.com
BorgWarner,BWA,Motor Vehicles & Parts,9335,49300,14838,537,Auburn Hills,MI,no,no,no,yes,295,Frederic B. Lissalde,244,51,https://www.borgwarner.com
Nordstrom,JWN,Retailing,4321.3,72000,14789,178,Seattle,WA,no,no,no,yes,289,Erik B. Nordstrom,245,44,https://www.nordstrom.com
Loews,L,Financials,15971.3,10340,14657,1578,New York,NY,no,no,no,yes,239,James S. Tisch,246,-7,https://www.loews.com
Guardian Life Ins. Co. of America,GLICA,Financials,92422,9150,14647.8,288.8,New York,NY,no,no,no,yes,227,Andrew J. McMahon,247,-20,https://www.guardianlife.com
Pioneer Natural Resources,PXD,Energy,60728.3,1932,14643,2118,Irving,TX,no,no,no,yes,428,Scott D. Sheffield,248,180,https://www.pxd.com
AutoZone,AZO,Retailing,40582.6,85050,14629.6,2170.3,Memphis,TN,no,no,no,yes,238,William C. Rhodes III,249,-11,https://www.autozone.com
Lam Research,LRCX,Technology,74996.7,14100,14626.2,3908.5,Fremont,CA,no,no,no,yes,304,Timothy M. Archer,250,54,https://www.lamresearch.com
American Family Insurance Group,AFIG,Financials,92945,13590,14611.9,734.5,Madison,WI,no,no,no,yes,232,William Westrate,251,-19,https://www.amfam.com
Illinois Tool Works,ITW,Industrials,65311.9,45000,14455,2694,Glenview,IL,no,no,no,yes,240,E. Scott Santi,252,-12,https://www.itw.com
Parker-Hannifin,PH,Industrials,36456.8,54640,14347.6,1746.1,Cleveland,OH,no,no,no,yes,223,Thomas L. Williams,253,-30,https://www.parker.com
Otis Worldwide,OTIS,Industrials,32700.9,70000,14298,1246,Farmington,CT,no,no,yes,yes,236,Judith F. Marks,254,-18,https://www.otis.com
Omnicom Group,OMC,Business Services,17565.7,71700,14289.4,1407.8,New York,NY,no,no,no,yes,229,John D. Wren,255,-26,https://www.omnicomgroup.com
Principal Financial,PFG,Financials,19176.7,18600,14262.7,1710.6,Des Moines,IA,no,no,no,yes,206,Daniel J. Houston,256,-50,https://www.principal.com
Dominion Energy,D,Energy,68883,17100,14218,3288,Richmond,VA,no,no,no,yes,193,Robert M. Blue,257,-64,https://www.dominionenergy.com
Kellogg,K,"Food, Beverages & Tobacco",21890.2,31000,14181,1488,Battle Creek,MI,no,no,no,yes,222,Steven A. Cahillane,258,-36,https://www.kelloggcompany.com
Fluor,FLR,Engineering & Construction,4051.7,40582,14156.8,-440.2,Irving,TX,no,no,no,no,196,David E. Constable,259,-63,https://www.fluor.com
AECOM,ACM,Engineering & Construction,10856.5,51000,14112.4,173.2,Dallas,TX,no,no,no,yes,189,W. Troy Rudd,260,-71,https://www.aecom.com
Reliance Steel & Aluminum,RS,Materials,11313.5,13950,14093.3,1413,Los Angeles,CA,no,no,no,yes,343,James D. Hoffman,261,82,https://www.rsac.com
Jacobs Engineering Group,J,Engineering & Construction,17807.4,53500,14092.6,477,Dallas,TX,no,no,no,yes,225,Steven J. Demetriou,262,-37,https://www.jacobs.com
Corning,GLW,Industrials,31212.8,61200,14082,1906,Corning,NY,no,no,no,yes,277,Wendell P. Weeks,263,14,https://www.corning.com
Farmers Insurance Exchange,dfsfs,Financials,99334,11787,14055,-366.8,Woodland Hills,CA,no,no,no,no,256,Jeffrey J. Dailey,264,-8,https://www.farmers.com
Qurate Retail,QRTEA,Retailing,1807.4,26745,14044,340,Englewood,CO,no,no,no,yes,216,David L. Rawlinson II,265,-49,https://www.qurateretail.com
Pacific Life,dfsfs,Financials,19867,3861,13936,1102,Newport Beach,CA,no,no,no,yes,303,Darryl Button,266,37,https://www.pacificlife.com
PulteGroup,PHM,Engineering & Construction,10115.7,6182,13926.9,1946.3,Atlanta,GA,no,no,no,yes,284,Ryan R. Marshall,267,17,https://www.pultegroupinc.com
Fidelity National Information Services,FIS,Business Services,61215.1,65000,13877,417,Jacksonville,FL,no,no,no,yes,241,Gary A. Norcross,268,-27,https://www.fisglobal.com
IQVIA Holdings,IQV,Health Care,44140.8,79000,13874,966,Durham,NC,no,no,no,yes,275,Ari Bousbib,269,6,https://www.iqvia.com
Marriott International,MAR,"Hotels, Restaurants & Leisure",57514.9,120000,13857,1099,Bethesda,MD,no,no,no,yes,293,Anthony G. Capuano,270,23,https://www.marriott.com
Berry Global Group,BERY,Materials,7832.4,47000,13850,733,Evansville,IN,no,no,no,yes,261,Thomas E. Salmon,271,-10,https://www.berryglobal.com
Ball,BLL,Materials,28909.1,24300,13811,878,Westminster,CO,no,no,no,yes,260,Daniel W. Fisher,272,-12,https://www.ball.com
Group 1 Automotive,GPI,Retailing,2859.9,13711,13801.7,552.1,Houston,TX,no,no,no,yes,286,Earl J. Hesterberg,273,13,https://www.group1auto.com
Leidos Holdings,LDOS,Technology,14727.7,43000,13737,753,Reston,VA,no,no,no,yes,248,Roger A. Krone,274,-26,https://www.leidos.com
Wayfair,W,Retailing,11641.6,16681,13708,-131,Boston,MA,no,yes,no,no,217,Niraj S. Shah,275,-58,https://www.wayfair.com
Consolidated Edison,ED,Energy,33525.3,13871,13676,1346,New York,NY,no,no,no,yes,249,Timothy P. Cawley,276,-27,https://www.conedison.com
Ameriprise Financial,AMP,Financials,33213,12000,13443,2760,Minneapolis,MN,no,no,no,yes,253,James M. Cracchiolo,277,-24,https://www.ameriprise.com
Xcel Energy,XEL,Energy,39275.9,11321,13431,1597,Minneapolis,MN,no,no,no,yes,272,Robert C. Frenzel,278,-6,https://www.xcelenergy.com
O'Reilly Automotive,ORLY,Retailing,45410.4,76158,13327.6,2164.7,Springfield,MO,no,no,no,yes,268,Gregory D. Johnson,279,-11,https://www.oreillyauto.com
Global Partners,GLP,Wholesalers,927.1,2960,13248.3,60.8,Waltham,MA,no,no,no,yes,361,Eric Slifka,280,81,https://www.globalp.com
Discover Financial Services,DFS,Financials,31076.7,16700,13221,5449,Riverwoods,IL,no,no,no,yes,233,Roger C. Hochschild,281,-48,https://www.discover.com
Rocket Companies,RKT,Financials,21905.9,26000,13175.6,308.2,Detroit,MI,no,no,no,yes,194,Jay D. Farner,282,-88,https://www.rocketcompanies.com
LKQ,LKQ,Wholesalers,12941.4,46000,13088.5,1090.9,Chicago,IL,no,no,no,yes,266,Dominick P. Zarcone,283,-17,https://www.lkqcorp.com
W.W. Grainger,GWW,Wholesalers,26358,23450,13022,1043,Lake Forest,IL,no,no,no,yes,258,D.G. Macpherson,284,-26,https://www.grainger.com
Quanta Services,PWR,Engineering & Construction,18779.5,43700,12980.2,486,Houston,TX,no,no,no,yes,278,Earl C. Austin Jr.,285,-7,https://www.quantaservices.com
Crown Holdings,CCK,Materials,15460.6,26000,12979,-560,Yardley,PA,no,no,no,no,269,Timothy J. Donahue,286,-17,https://www.crowncork.com
Fox,FOXA,Media,21423.2,9000,12909,2150,New York,NY,no,no,no,yes,247,Lachlan K. Murdoch,287,-40,https://www.foxcorporation.com
Sempra,SRE,Energy,53087.6,15390,12857,1317,San Diego,CA,no,no,no,yes,255,Jeffrey W. Martin,288,-33,https://www.sempra.com
Markel,MKL,Financials,20037.5,20300,12846.4,2425,Glen Allen,VA,no,no,no,yes,311,Thomas S. Gayner/Richard R. Whitt III,289,22,https://www.markel.com
Carvana,CVNA,Retailing,19549.5,21000,12814,-135,Tempe,AZ,no,yes,no,no,483,Ernest C. Garcia III,290,193,https://www.carvana.com
XPO Logistics,XPO,Transportation,8356.9,44700,12806,336,Greenwich,CT,no,no,no,yes,190,Brad Jacobs,291,-101,https://www.xpo.com
Baxter International,BAX,Health Care,39017.9,60000,12784,1284,Deerfield,IL,no,no,no,yes,264,José E. Almeida,292,-28,https://www.baxter.com
Ecolab,ECL,Chemicals,50548.4,47000,12733.1,1129.9,St. Paul,MN,no,no,no,yes,237,Christophe Beck,293,-56,https://www.ecolab.com
Tractor Supply,TSCO,Retailing,26171.6,34000,12731.1,997.1,Brentwood,TN,no,no,no,yes,291,Harry A. Lawton III,294,-3,https://www.tractorsupply.com
Andersons,ANDE,"Food, Beverages & Tobacco",1151,2334,12728.8,104,Maumee,OH,no,no,no,yes,366,Patrick Bowe,295,71,https://andersonsinc.com
Keurig Dr Pepper,KDP,"Food, Beverages & Tobacco",53748.2,27500,12683,2146,Burlington,MA,no,no,no,yes,267,Ozan Dokmecioglu,296,-29,https://www.keurigdrpepper.com
Universal Health Services,UHS,Health Care,10843.1,78850,12642.1,991.6,King of Prussia,PA,no,no,no,yes,270,Marc D. Miller,297,-27,https://www.uhsinc.com
CSX,CSX,Transportation,81587.8,20919,12522,3781,Jacksonville,FL,no,no,no,yes,292,Joseph R. Hinrichs,298,-6,https://www.csx.com
Henry Schein,HSIC,Health Care,8952,21600,12401,631.2,Melville,NY,no,no,no,yes,298,Stanley Bergman,299,-1,https://www.henryschein.com
Sonic Automotive,SAH,Retailing,1728.8,10200,12396.4,348.9,Charlotte,NC,no,no,no,yes,308,David Bruton Smith,300,8,https://www.sonicautomotive.com
eBay,EBAY,Technology,33641.9,10800,12394,13608,San Jose,CA,no,no,no,yes,276,Jamie Iannone,301,-25,https://www.ebay.com
Textron,TXT,Aerospace & Defense,16090.6,33000,12382,746,Providence,RI,no,no,no,yes,265,Scott C. Donnelly,302,-37,https://www.textron.com
Jones Financial (Edward Jones),dfsfs,Financials,92939,50000,12373,1605,Des Peres,MO,no,no,yes,yes,295,Penny Pennington,303,-8,https://www.edwardjones.com
Community Health Systems,CYH,Health Care,1598.6,58500,12368,230,Franklin,TN,no,no,no,yes,259,Tim L. Hingtgen,304,-45,https://www.chs.net
Mosaic,MOS,Chemicals,24492.6,12525,12357.4,1630.6,Tampa,FL,no,no,no,yes,346,James C. O&#039;Rourke,305,41,https://www.mosaicco.com
Thor Industries,THO,Motor Vehicles & Parts,4273,31000,12317.4,659.9,Elkhart,IN,no,no,no,yes,368,Robert Martin,306,62,https://www.thorindustries.com
Dick's Sporting Goods,DKS,Retailing,7986.6,34300,12293.4,1519.9,Coraopolis,PA,no,no,yes,yes,320,Lauren R. Hobart,307,13,https://www.dickssportinggoods.com
Newmont,NEM,Energy,62968.1,14400,12222,1166,Denver,CO,no,no,no,yes,273,Thomas R. Palmer,308,-35,https://www.newmont.com
Devon Energy,DVN,Energy,39274.1,1600,12206,2813,Oklahoma City,OK,yes,no,no,yes, ,Richard E. Muncrief,309,0,https://www.devonenergy.com
Warner Bros. Discovery,WBD,Media,12700.5,11000,12191,1006,New York,NY,no,no,no,yes,290,David M. Zaslav,310,-20,https://https://wbd.com
J.B. Hunt Transport Services,JBHT,Transportation,21052.9,33045,12168.3,760.8,Lowell,AR,no,no,no,yes,315,John N. Roberts III,311,4,https://www.jbhunt.com
Alcoa,AA,Materials,16603.4,12200,12152,429,Pittsburgh,PA,no,no,no,yes,330,Roy C. Harvey,312,18,https://www.alcoa.com
Peter Kiewit Sons',dfsfs,Engineering & Construction,243433,28800,12149,753,Omaha,NE,no,no,no,yes,243,Rick Lanoha,313,-70,https://www.kiewit.com
Aramark,ARMK,Business Services,9655.5,248300,12096,-90.8,Philadelphia,PA,no,no,no,no,235,John J. Zillmer,314,-79,https://www.aramark.com
Vistra,VST,Energy,10434.7,5060,12077,-1274,Irving,TX,no,no,no,no,274,James A. Burke,315,-41,https://www.vistracorp.com
State Street,STT,Financials,31891.8,38784,12030,2693,Boston,MA,no,no,no,yes,252,Ronald P. O&#039;Hanley,316,-64,https://www.statestreet.com
Unum Group,UNM,Financials,6382.8,10200,12013.8,824.2,Chattanooga,TN,no,no,no,yes,230,Richard P. McKenney,317,-87,https://www.unum.com
Alleghany,Y,Financials,11396.1,13313,12004.1,1034.9,New York,NY,no,no,no,yes,339,Joseph P. Brandon,318,21,https://www.alleghany.com
Boston Scientific,BSX,Health Care,63310.2,41000,11888,1041,Marlborough,MA,no,no,no,yes,305,Michael F. Mahoney,319,-14,https://www.bostonscientific.com
Westlake,WLK,Chemicals,15785.4,14550,11778,2015,Houston,TX,no,no,no,yes,388,Albert Yuan Chao,320,68,https://www.westlake.com
Entergy,ETR,Energy,23760.4,12369,11742.9,1118.5,New Orleans,LA,no,no,no,yes,300,Andrew S. Marsh,321,-21,https://www.entergy.com
International Flavors & Fragrances,IFF,Chemicals,33455.6,24000,11656,270,New York,NY,yes,no,no,yes, ,Franklin K. Clyburn Jr.,322,0,https://www.iff.com
DaVita,DVA,Health Care,10892.5,69000,11618.8,978.5,Denver,CO,no,no,no,yes,271,Javier J. Rodriguez,323,-52,https://www.davita.com
Mutual of Omaha Insurance,dfsfs,Financials,124952,5739,11459.3,579,Omaha,NE,no,no,no,yes,282,James T. Blackledge,324,-42,https://www.mutualofomaha.com
Assurant,AIZ,Financials,10493.1,15600,11410,1372.4,New York,NY,no,no,no,yes,302,Keith W. Demmings,325,-23,https://www.assurant.com
Liberty Media,LSXMA,Media,15239.1,6886,11400,398,Englewood,CO,no,no,no,yes,326,Gregory B. Maffei,326,0,https://www.libertymedia.com
Hormel Foods,HRL,"Food, Beverages & Tobacco",28089.2,20000,11386.2,908.8,Austin,MN,no,no,no,yes,317,James P. Snee,327,-10,https://www.hormelfoods.com
Icahn Enterprises,IEP,Financials,15237.1,19536,11328,-518,Sunny Isles Beach,FL,no,no,no,no,453,David Willetts,328,125,https://www.ielp.com
Republic Services,RSG,Business Services,41841.7,35000,11295,1290.4,Phoenix,AZ,no,no,no,yes,297,Jon Vander Ark,329,-32,https://www.republicservices.com
Mohawk Industries,MHK,Household Products,8081.8,43000,11200.6,1033.2,Calhoun,GA,no,no,no,yes,321,Jeffrey S. Lorberbaum,330,-9,https://www.mohawkind.com
Conagra Brands,CAG,"Food, Beverages & Tobacco",16103.5,18600,11184.7,1298.8,Chicago,IL,no,no,no,yes,283,Sean M. Connolly,331,-48,https://www.conagrabrands.com
Norfolk Southern,NSC,Transportation,68389.3,18100,11142,3005,Atlanta,GA,no,no,no,yes,307,Alan H. Shaw,332,-25,https://www.norfolksouthern.com
AES,AES,Energy,17172.1,8450,11141,-409,Arlington,VA,no,no,no,no,313,Andrés R. Gluski,333,-20,https://www.aes.com
AGCO,AGCO,Industrials,10885.3,23300,11138.3,897,Duluth,GA,no,no,no,yes,331,Eric P. Hansotia,334,-3,https://www.agcocorp.com
Caesars Entertainment,CZR,"Hotels, Restaurants & Leisure",16564.6,49000,11110,-1019,Reno,NV,yes,no,no,no, ,Thomas R. Reeg,335,0,https://www.caesars.com
Equitable Holdings,EQH,Financials,12041.2,10000,11036,-439,New York,NY,no,no,no,no,244,Mark Pearson,336,-92,https://www.equitableholdings.com
Advance Auto Parts,AAP,Retailing,12644.8,54500,10998,616.1,Raleigh,NC,no,no,no,yes,301,Thomas R. Greco,337,-36,https://www.advanceautoparts.com
Biogen,BIIB,Health Care,30950.4,9610,10981.7,1556.1,Cambridge,MA,no,no,no,yes,228,Michel Vounatsos,338,-110,https://www.biogen.com
Auto-Owners Insurance,DFSA,Financials,892344,6441,10980.2,1318.4,Lansing,MI,no,no,no,yes,341,Jeffrey S. Tagsold,339,2,https://www.auto-owners.com
Booking Holdings,BKNG,Technology,96022.7,20199,10958,1165,Norwalk,CT,no,no,no,yes,424,Glenn D. Fogel,340,84,https://www.bookingholdings.com
Amphenol,APH,Technology,45130.1,90000,10876.3,1590.8,Wallingford,CT,no,no,no,yes,349,R. Adam Norwitt,341,8,https://www.amphenol.com
Quest Diagnostics,DGX,Health Care,16348.6,44500,10788,1995,Secaucus,NJ,no,no,no,yes,324,James E. Davis,342,-18,https://www.questdiagnostics.com
FirstEnergy,FE,Energy,26181.6,12395,10758,1283,Akron,OH,no,no,no,yes,294,John W. Somerhalder II,343,-49,https://www.firstenergycorp.com
DCP Midstream,DCP,Energy,6993.2,1788,10707,391,Denver,CO,no,no,no,yes,442,Wouter T. van Kempen,344,98,https://www.dcpmidstream.com
Ally Financial,ALLY,Financials,14411.6,10500,10690,3060,Detroit,MI,no,no,no,yes,287,Jeffrey J. Brown,345,-58,https://www.ally.com
Delek US Holdings,DK,Energy,1500.2,3312,10648.2,-203.5,Brentwood,TN,no,no,no,no,397,Avigal Soreq,346,51,https://www.delekus.com
Williams,WMB,Energy,40670.4,4783,10627,1517,Tulsa,OK,no,no,no,yes,379,Alan S. Armstrong,347,32,https://www.williams.com
Newell Brands,NWL,Household Products,8902.4,32000,10589,572,Atlanta,GA,no,no,no,yes,325,Ravichandra K. Saligram,348,-23,https://www.newellbrands.com
Eastman Chemical,EMN,Chemicals,14450.1,14000,10476,857,Kingsport,TN,no,no,no,yes,355,Mark J. Costa,349,6,https://www.eastman.com
Air Products & Chemicals,APD,Chemicals,55409.4,20750,10323,2099.1,Allentown,PA,no,no,no,yes,340,Seifi Ghasemi,350,-10,https://www.airproducts.com
Thrivent Financial for Lutherans,dfsfs,Financials,53525,3256,10312.7,2530.2,Minneapolis,MN,no,no,yes,yes,369,Teresa J. Rasmussen,351,18,https://www.thrivent.com
Molson Coors Beverage,TAP,"Food, Beverages & Tobacco",11631.8,16300,10279.7,1005.7,Chicago,IL,no,no,no,yes,314,Gavin D.K. Hattersley,352,-38,https://www.molsoncoors.com
Interpublic Group,IPG,Business Services,13965.9,55600,10240.7,952.8,New York,NY,no,no,no,yes,334,Daryl Lee,353,-19,https://www.interpublic.com
Weyerhaeuser,WY,Materials,28315,9214,10201,2607,Seattle,WA,no,no,no,yes,387,Devin W. Stockfish,354,33,https://www.weyerhaeuser.com
Altice USA,ATUS,Telecommunications,5674.1,9000,10090.8,990.3,Long Island City,NY,no,no,no,yes,306,Dennis Mathew,355,-49,https://www.alticeusa.com
Raymond James Financial,RJF,Financials,22817.5,15000,9910,1403,St. Petersburg,FL,no,no,no,yes,367,Paul C. Reilly,356,11,https://www.raymondjames.com
EMCOR Group,EME,Engineering & Construction,5931.8,34000,9903.6,383.5,Norwalk,CT,no,no,no,yes,344,Anthony J. Guzzi,357,-13,https://www.emcorgroup.com
Eversource Energy,ES,Energy,30403.2,9227,9863.1,1220.5,Springfield,MA,no,no,no,yes,338,Joseph R. Nolan Jr.,358,-20,https://www.eversource.com
Yum China Holdings,YUMC,"Hotels, Restaurants & Leisure",17679,298500,9853,990,Plano,TX,no,no,yes,yes,363,Joey Wat,359,4,https://ir.yumchina.com
Asbury Automotive Group,ABG,Retailing,3714.8,14200,9837.7,532.4,Duluth,GA,no,no,no,yes,405,David W. Hult,360,45,https://www.asburyauto.com
Owens & Minor,OMI,Health Care,3375.6,17300,9785.3,221.6,Mechanicsville,VA,no,no,no,yes,345,Edward A. Pesicka,361,-16,https://www.owens-minor.com
Public Service Enterprise Group,PEG,Energy,35145.5,12684,9722,-648,Newark,NJ,no,no,no,no,318,Ralph A. LaRossa,362,-44,https://www.pseg.com
